resourceIdentifier,resourceName,proponent,protocolCategories,protocolSubCategories,protocols,resourceStatus,country,region,estAnnualEmissionReductions,version,projectRegistrationDate,creditingPeriodStartDate,creditingPeriodEndDate,createDate
4591,PIEMONTE BAMBOO,GAIA s.r.l. Societa Agricola,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under validation,Italy,Europe,1974411,VCS Version 3,,2021-01-10,2061-01-09,2023-07-20
4592,Symbiosis Continuous Cover Forest Project,SYMBIOSIS INVESTIMENTOS E PARTICIPACOES S.A.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,Brazil,Latin America,687480,VCS Version 3,2025-01-23,2020-09-03,2060-09-02,2023-07-20
4593,Cycling the Change,Tembici Participações,Transport,,AMS-III.BM,Registration request denied,Brazil,Latin America,1158,VCS Version 3,,2022-09-30,2029-09-29,2023-07-20
4582,Myanmar Kyeeonkyeewa Solar Power Plant Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Myanmar,Asia,23339,VCS Version 3,2024-07-29,2022-12-28,2029-12-27,2023-07-19
4583,Myanmar Satoketayar Solar Power Plant Project,"Timing Carbon Asset Management Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Myanmar,Asia,23014,VCS Version 3,2024-07-29,2023-02-07,2030-02-06,2023-07-19
4584,A-Thermal General & Hazardous Waste Treatment Plant,A-Thermal Retort Technologies (Pty) Ltd,Waste handling and disposal,,AMS-III.L.,Under validation,South Africa,Africa,27600,VCS Version 3,,2023-09-01,2033-08-31,2023-07-19
4585,Better cooking for a better health In Rusizi district - Rwanda,Kiasi Energies,Energy demand,,AMS-II.G.; VMR0006,Registered,Rwanda,Africa,123439,VCS Version 3,2025-06-20,2023-05-15,2033-05-14,2023-07-19
4587,Boreal Wildlands Forest Carbon Offset Project,The Nature Conservancy of Canada,Agriculture Forestry and Other Land Use,IFM,VM0034,Registration and verification approval requested,Canada,North America,179566,VCS Version 3,,2022-08-25,2082-08-24,2023-07-19
4580,Myanmar Kindar Solar Power Plant Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Myanmar,Asia,22402,VCS Version 3,2024-07-29,2023-01-18,2030-01-17,2023-07-18
4579,REGENERATIVE AGRICULTURE AND CARBON PROJECT IN SPAIN,Multiple Proponents,Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,Spain,Europe,10060,VCS Version 3,,2024-06-28,2064-06-27,2023-07-15
4578,Biochar Project-1 by WeAct,WeAct Pty Ltd.,Waste handling and disposal,,VM0044,Verification approval requested,India,Asia,21326,VCS Version 3,2025-06-12,2023-04-12,2030-04-11,2023-07-14
4573,Muyuan Tongliao AWMS GHG Mitigation Project in Inner Mongolia,"Muyuan Foods Co., Ltd.","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Registered,China,Asia,514084,VCS Version 3,2024-12-11,2022-02-28,2032-02-27,2023-07-13
4574,MAHARASHTRA AND GUJARAT INITIATIVE FOR REGENERATIVE AGRICULTURE AND INCOME CREATION,Grow Indigo Private Ltd,Agriculture Forestry and Other Land Use,ALM,VM0042,Registered,India,Asia,369451,VCS Version 3,2026-04-02,2020-05-10,2040-05-09,2023-07-13
4575,Muyuan Hinggan League AWMS GHG Mitigation Project in Inner Mongolia,"Muyuan Foods Co., Ltd.","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Withdrawn,China,Asia,172105,VCS Version 3,,2022-02-17,2032-02-16,2023-07-13
4576,AS KOC POLATLI BIOGAS POWER PLANT,Multiple Proponents,Waste handling and disposal,,AM0073,Under validation,Turkey,Middle East,353565,VCS Version 3,,2022-04-16,2029-04-15,2023-07-13
4577,GROUPED ARR PROJECT IN TELANGANA,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under development,India,Asia,35794,VCS Version 3,,2020-08-01,2050-07-31,2023-07-13
4565,Muyuan Huainan AWMS GHG Mitigation Project in Anhui Province,"Muyuan Foods Co., Ltd.","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Withdrawn,China,Asia,299177,VCS Version 3,,2022-02-20,2032-02-19,2023-07-13
4566,Muyuan Suzhou AWMS GHG Mitigation Project in Anhui Province,"Muyuan Foods Co., Ltd.","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Withdrawn,China,Asia,331844,VCS Version 3,,2022-02-18,2032-02-17,2023-07-13
4567,Muyuan Handan AWMS GHG Mitigation Project in Hebei Province,"Muyuan Foods Co., Ltd.","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Registered,China,Asia,80457,VCS Version 3,2024-12-11,2022-02-25,2032-02-24,2023-07-13
4568,Muyuan Baicheng AWMS GHG Mitigation Project in Jilin Province,"Muyuan Foods Co., Ltd.","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Withdrawn,China,Asia,411156,VCS Version 3,,2022-02-28,2032-02-27,2023-07-13
4569,Muyuan Shuangliao AWMS GHG Mitigation Project in Jilin Province,"Muyuan Foods Co., Ltd.","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Withdrawn,China,Asia,127018,VCS Version 3,,2022-02-24,2032-02-23,2023-07-13
4570,Muyuan Changchun AWMS GHG Mitigation Project in Jilin Province,"Muyuan Foods Co., Ltd.","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Withdrawn,China,Asia,155894,VCS Version 3,,2022-02-05,2032-02-04,2023-07-13
4571,Muyuan Urad AWMS GHG Mitigation Project in Inner Mongolia,"Muyuan Foods Co., Ltd.","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Withdrawn,China,Asia,114809,VCS Version 3,,2022-02-15,2032-02-14,2023-07-13
4572,Muyuan Ongniud Banner AWMS GHG Mitigation Project in Inner Mongolia,"Muyuan Foods Co., Ltd.","Livestock, enteric fermentation, and manure management",,ACM0010,Withdrawn,China,Asia,242981,VCS Version 3,,2022-02-18,2032-02-17,2023-07-13
4563,ALLCOT BLUE CARBON MANGROVE PROJECT IN SENEGAL (ABC  Mangrove Senegal),Allcot Limited,Agriculture Forestry and Other Land Use,WRC,VM0033,Registration requested,Senegal,Africa,71548,VCS Version 3,,2022-08-18,2062-08-17,2023-07-12
4564,"7.5 MW Waste-to-Energy Power Plant by Goodwatts WTE Jamnagar Private Limited in Gujarat, India",Goodwatts WTE Jamnagar Private Limited,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.E.,Registered,India,Asia,46759,VCS Version 3,2024-11-07,2021-11-15,2028-11-14,2023-07-12
4559,Anhui Zhujixi CMM Utilization Project,"Huainan Huamei Pushi New Energy Technology Co., Ltd",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registered,China,Asia,151088,VCS Version 3,2024-11-16,2021-12-14,2031-12-13,2023-07-11
4560,AJINOMOTO GROUPED PROJECT:  REDUCTION OF METHANE EMISSIONS IN  THE DAIRY SECTOR,"Ajinomoto Co., Inc.","Livestock, enteric fermentation, and manure management",,VM0041,Under development,Japan,Asia,33074,VCS Version 3,,2023-09-01,2030-08-31,2023-07-11
4561,Shandong Zhucheng ALM Project,Multiple Proponents,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,China,Asia,173573,VCS Version 3,,2021-01-01,2040-12-31,2023-07-11
4562,IÇARA LANDFILL GAS PROJECT,UniCarbo Energia e Biogas Ltda.,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,Brazil,Latin America,290881,VCS Version 3,2024-11-25,2022-04-27,2029-04-26,2023-07-11
4558,Xinhangdao AWMS GHG Mitigation Project In Shangqiu City,"Henan Xinhangdao Food Co.,Ltd","Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-III.D.; AMS-III.F.,Registered,China,Asia,42720,VCS Version 3,2024-11-12,2021-12-15,2031-12-14,2023-07-10
4555,Hunan Fufeng Composting Project,"Hunan Fufeng fertilizer Co., Ltd.","Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-III.F.,Under validation,China,Asia,41213,VCS Version 3,,2022-05-01,2032-04-30,2023-07-07
4556,Huaian Tech-Bank Animal Waste Management Systems (AWMS) GHG Mitigation Project,"Tech-Bank Food Co., Ltd.","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-III.D.; AMS-III.F.,Verification approval requested,China,Asia,100028,VCS Version 3,2025-11-14,2022-09-01,2032-08-31,2023-07-07
4557,Strengthening rural livelihood through carbon finance: Agroforestry practices in Bareilly Forest Circle of Uttar Pradesh,Uttar Pradesh Forest Department,Agriculture Forestry and Other Land Use,ARR,AR-AMS0007,Registered,India,Asia,18382,VCS Version 3,2026-04-21,2020-08-28,2050-08-27,2023-07-07
4548,"Tech-Bank Animal Waste Management Systems (AWMS) GHG Mitigation Project in Chuzhou& Bengbu, Anhui","Tech-Bank Food Co., Ltd.","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-III.D.,Registered,China,Asia,124836,VCS Version 3,2025-10-30,2023-01-01,2032-12-31,2023-07-06
4549,Heze Tech-Bank Animal Waste Management Systems (AWMS) GHG Mitigation Project,"Tech-Bank Food Co., Ltd.","Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Verification approval requested,China,Asia,120184,VCS Version 3,2025-11-06,2022-08-01,2032-07-31,2023-07-06
4550,Barka Landfill Gas Recovery Project,OQ Trading Limited,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,Oman,Middle East,160001,VCS Version 3,2024-09-01,2022-02-17,2032-02-16,2023-07-06
4551,Hubei Badong IFM PROJECT,Multiple Proponents,Agriculture Forestry and Other Land Use,IFM,VM0010,Under development,China,Asia,27123,VCS Version 3,,2020-11-01,2040-10-31,2023-07-06
4552,UÁKIRY REDD+ AUDD  GROUPED PROJECT,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0015,Under validation,Brazil,Latin America,147028,VCS Version 3,,2021-08-02,2121-08-01,2023-07-06
4554,BiodeS Biogas Recovery and Electricity Generation,Agro de Souza S.A.,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.D.,Registration requested,Argentina,Latin America,14399,VCS Version 3,,2022-09-19,2029-09-18,2023-07-06
4544,Al Multaqa Landfill Gas Recovery Project,OQ Trading Limited,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,Oman,Middle East,121049,VCS Version 3,2024-05-31,2021-11-01,2031-10-31,2023-07-05
4545,Sodom Hanba Improved Grassland Management Project,"Inner Mongolia Chengyao Grassland, Forestry and Animal Husbandry Ecological Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,VM0026,Under development,China,Asia,408247,VCS Version 3,,2020-08-28,2060-08-27,2023-07-05
4546,RECYCLING ROADWAYS FOR CARBON EMISSION REDUCTIONS – GLOBAL EMISSIONAIRY – PROJECT CALIFORNIA USA,"Global Emissionairy, LLC",Construction,,VM0039,Verification approval requested,United States,North America,39509,VCS Version 3,2025-01-08,2021-07-07,2028-07-06,2023-07-05
4547,RECYCLING ROADWAYS FOR CARBON EMISSION REDUCTIONS – GLOBAL EMISSIONAIRY – U.S. PROJECT #2,"Global Emissionairy, LLC",Construction,,VM0039,Verification approval requested,United States,North America,74447,VCS Version 3,2025-03-19,2021-07-06,2028-07-05,2023-07-05
4543,Leconi Agroforestry Project in Haut-Ogooue (LAPHO),AERA Group,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under development,Gabon ,Africa,1054763,VCS Version 3,,2023-09-01,2043-08-31,2023-07-04
4542,Amazônidas REDD+ AUDD Grouped Project,BRCARBON SERVICOS AMBIENTAIS LTDA,Agriculture Forestry and Other Land Use,REDD,VM0015,Withdrawn,Brazil,Latin America,258235,VCS Version 3,,2019-12-19,2119-12-18,2023-07-03
4539,Community-Based Mangrove Conservation and Restoration in Sierra Leone,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR; REDD; WRC,VM0033,Under validation,Sierra Leone,Africa,258000,VCS Version 3,,2024-01-01,2123-12-31,2023-06-30
4540,THE NAGALAND 4 CHANGE REDD+ PROJECT,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0007,Under validation,India,Asia,200000,VCS Version 3,,2023-04-22,2043-04-21,2023-06-30
4541,SUNDARI MANGROVE RESTORATION PROJECT IN THE INDIAN SUNDARBANS,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR; WRC,VM0033,Registration requested,India,Asia,8497,VCS Version 3,,2023-11-29,2063-11-28,2023-06-30
4538,The Zambia Project -- Safe drinking water supply project in Western Zambia,Xpotential Mining Services (Pty) Ltd,Energy demand,,AMS-III.AV.,Under validation,Zambia,Africa,25157,VCS Version 3,,2025-01-01,2031-12-31,2023-06-29
4533,"Tech-Bank Animal Waste Management Systems (AWMS) GHG Mitigation Project in Fuyang, Anhui","Tech-Bank Food Co., Ltd.","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Registered,China,Asia,211574,VCS Version 3,2025-01-29,2022-01-01,2031-12-31,2023-06-28
4534,Decarbonisation of UK Homes,"Arniston Ltd, trading as Snugg",Energy demand,,VM0008,Under validation,United Kingdom,Europe,829505,VCS Version 3,,2024-01-01,2030-12-31,2023-06-28
4535,SHIFT FROM ROAD FREIGHT TO PIPELINE IN TRANSPORTATION OF LIQUID FUELS IN BRAZIL,Logum Logistica S.A.,Transport,,AM0110,Under validation,Brazil,Latin America,92059,VCS Version 3,,2021-08-24,2031-08-23,2023-06-28
4536,REDD+ Esteros y Manglares,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD; WRC,VM0007,Inactive,Colombia,Latin America,44167,VCS Version 3,,2021-12-01,2031-11-30,2023-06-28
4531,Reducing Gas Leakages within the Hududgaz Gas Distribution Networks across Uzbekistan,GasGreen Asia LLC,"Fugitive emissions from fuels (solid, oil and gas)",,AM0023,Registered,Uzbekistan,Asia,7354473,VCS Version 3,2024-07-19,2023-08-22,2033-08-21,2023-06-27
4532,INTELLIGENT AGRICULTURE OF THE MEDITERRANEAN,GAIA s.r.l. Societa Agricola,Agriculture Forestry and Other Land Use,ALM,AR-ACM0003; VM0042,Under validation,Italy,Europe,170419,VCS Version 3,,2023-06-01,2063-05-31,2023-06-27
4525,The Republic of the Congo Improved Forest Management Project,Société d'Exploitation Forestière Yuan Dong,Agriculture Forestry and Other Land Use,IFM,VM0010,Withdrawn,Congo,Africa,2657020,VCS Version 3,,2020-08-01,2040-07-31,2023-06-26
4526,GHG MITIGATION FROM METHANE AVOIDANCE THROUGH ORGANIC DECOMPOSITION OF WASTE,Green Cross Agritech Private Limited,"Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-III.F.,Withdrawn,India,Asia,241577,VCS Version 3,,2023-10-01,2033-09-30,2023-06-26
4527,basilicata bamboo,Societa' Agricola Bambu’ SRL,Agriculture Forestry and Other Land Use,ALM,AR-AMS0007,Registration requested,Italy,Europe,206737,VCS Version 3,,2022-06-10,2062-06-09,2023-06-26
4528,Sichuan Lizhou Improved Forest Management Project,China Carbon Sinks Holdings Limited,Agriculture Forestry and Other Land Use,IFM,VM0010,Under development,China,Asia,37757,VCS Version 3,,2020-06-28,2050-06-27,2023-06-26
4529,Shaanxi Fengxian Improved Forest Management Project,China Carbon Sinks Holdings Limited,Agriculture Forestry and Other Land Use,IFM,VM0010,Under development,China,Asia,27812,VCS Version 3,,2020-06-28,2050-06-27,2023-06-26
4530,Modal shift in transportation of cargo from road transportation to more efficient transportation,MatchBack Systems Inc.,Transport,,AM0090,Under development,United States,North America,310081,VCS Version 3,,2024-05-01,2031-04-30,2023-06-26
4524,Electrify Africa,ARC Ride Limited,Energy industries (renewable/non-renewable sources); Transport,,VM0038,Under validation,Kenya,Africa,89163,VCS Version 3,,2024-01-01,2033-12-31,2023-06-23
4520,Muara Teweh Conservation Project,Fairatmos International Pte. Ltd.,Agriculture Forestry and Other Land Use,IFM,VM0010,Under development,Indonesia,,756925,VCS Version 3,,2025-01-01,2064-12-31,2023-06-22
4518,Qitai Shuifa Improved Grassland Management Project,"Qitai Shuifa Modern Agriculture and Animal Husbandry Development Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,VM0026,Under development,China,Asia,180008,VCS Version 3,,2022-01-05,2052-01-04,2023-06-21
4519,TABREED DISTRICT COOLING GROUP PROJECT,NATIONAL CENTRAL COOLING COMPANY PJSC – TABREED,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,United Arab Emirates,Middle East,19320,VCS Version 3,2024-07-12,2023-05-25,2030-05-24,2023-06-21
4515,Binzhou Jingyang Composting project,"Binzhou Jingyang Biological Fertilizer Co., Ltd","Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-III.D.; AMS-III.F.,Withdrawn,China,Asia,58509,VCS Version 3,,2022-05-01,2032-04-30,2023-06-20
4516,Dongzong Sustainable Grassland Management Project,"Tianjin Zhongrui Gefei Technology Services Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,VM0026,Under development,China,Asia,498372,VCS Version 3,,2020-07-14,2060-07-13,2023-06-20
4517,Revive Environment Improved Cookstove Project in Pakistan,Revive Environment Pvt. Ltd.,Energy demand,,VM0050,Verification approval requested,Pakistan,Asia,2950723,VCS Version 3,2025-04-16,2023-11-18,2033-11-17,2023-06-20
4514,"Poultry Litter based Biogas Power Generation Project in Nashik, Maharashtra, India",M/S. S& P Feeds Pvt. Ltd.,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.F.; AMS-III.D.,Under validation,India,Asia,6881,VCS Version 3,,2022-03-30,2032-03-29,2023-06-19
4513,Argentina Gran Chaco Region REDD+ Project,Vista Energy Argentina SAU,Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Argentina,Latin America,33035,VCS Version 3,2026-02-03,2022-12-21,2062-12-20,2023-06-17
