resourceIdentifier,resourceName,country,protocols,protocolSubCategories,estAnnualEmissionReductions,n_peers,loo_mean,M1,M2,M4
4458,DEVELOPING CARBON PROJECT FOR FARMERS ADOPTING REGENERATIVE AGRICULTURAL PRACTICES IN GUJARAT STATE,India,VM0042,ALM,57329,27,839252.5769230769,3916.1205236325895,12.0,0.4444444444444444
4459,Developing Climate Resilience Of The Residential Society In Hyderabad Through Miyawaki Afforestation: Urban Forest Development,India,VM0047,ARR,580,37,205397.72222222222,1.6377981038954506,2.0,0.05405405405405406
4460,"GreenShift: Catalyzing regenerative agriculture ecosystem for smallholder farmers in India, through carbon finance",India,VM0042,ALM,4505732,27,668160.1538461539,30384363.29817195,25.0,0.9259259259259259
4461,REDD+ Tauari Forest Conservation Project,Brazil,VM0007,REDD,3933759,38,660336.1351351351,23434216.373626463,37.0,0.9736842105263158
4453,Regenerate Outcomes Farming Project,United Kingdom,VM0042,ALM,466,2,107209.0,2.0255389006519975,1.0,0.5
4451,Ejin Banner Improved Grassland Management Project,China,VM0026,ALM,561083,40,380282.28205128206,827843.2831286798,34.0,0.85
4452,Asaga Amazonas REDD+ project,Brazil,VM0015,REDD,3037472,64,310704.0,29694616.582934238,64.0,1.0
4449,The High Impact carbon farming program of Bulgaria,Bulgaria,VM0042,ALM,76200,2,179199.0,32402.18974436241,1.0,0.5
4450,ORDOS CITY AFFORESTATION PROJECT IN INNER MONGOLIA AUTONOMOUS REGION,China,AR-ACM0003,ARR,6801,66,290777.75384615385,159.06856830757448,3.0,0.045454545454545456
4448,Raízes do Bem Grouped ARR Project,Brazil,AR-AMS0007,ARR,204,5,4250.0,9.792,1.0,0.2
4446,Yuli Grassland Sustainable Management Project,China,VM0026,ALM,175314,40,390173.7948717949,78772.58544772094,6.0,0.15
4439,Yecheng Grassland Sustainable Management Project (Phase 1),China,VM0026,ALM,270260,40,387739.28205128206,188375.2072103433,15.0,0.375
4436,RESTORATION OF DEGRADED LAND TO ENHANCE TREE COVER AND IMPROVE LIVELIHOODS OF FARMERS IN INDIA,India,AR-ACM0003,ARR,3726,56,220488.23636363636,62.96515509835899,3.0,0.05357142857142857
4435,Cobram Estate Olives Regenerative Farming Project,Australia,VM0042,ALM,55722,4,994582.3333333334,3121.854450796264,1.0,0.25
4429,Management of Community Forests for the Reduction of Deforestation in the Peruvian Amazon,Peru,VM0015,REDD,1039475,9,361280.0,2990777.9994048937,8.0,0.8888888888888888
4430,Reflorestamento de Impacto no Brasil Project,Brazil,AR-ACM0003,ARR,239,22,563661.1428571428,0.10133925448623135,1.0,0.045454545454545456
4424,Sichuan Muli County REDD Project,China,VM0007,REDD,234910,2,234910.0,234910.0,1.5,0.75
4422,Inner Mongolia Kuduer Improved Forest Management Project.,China,VM0010,IFM,101933,68,94852.76119402985,109541.73983133324,50.0,0.7352941176470589
4418,The chestnut groves of Calabria and Campania,Italy,VM0026; AR-ACM0003; VM0042,ALM,94208,1,,,,
4419,Project MATANI REDD+ DIOS MAYOR DE LOS PUEBLOS CABILLARI CONSERVACION ANCESTRAL,Colombia,VM0015,REDD,1067300,13,421546.4166666667,2702263.012950136,11.5,0.8846153846153846
4408,Lake Victoria Watershed Agroforestry Carbon Project,Kenya,VM0042,ALM,530328,7,398096.6666666667,706481.1417260465,5.0,0.7142857142857143
4411,Xinzhou Echeng Afforestation Project,China,AR-ACM0003,ARR,332773,66,285762.8,387516.74300853716,38.0,0.5757575757575758
4397,Jilin Zhenlai Improved Agricultural Land Management Project,China,VM0042,ALM,107094,69,335389.70588235295,34196.41281424155,16.0,0.2318840579710145
4398,Jilin Dehui Improved Crop Management Project,China,VM0042,ALM,149989,69,334758.89705882355,67202.69518944823,30.0,0.43478260869565216
4399,Heilongjiang Shuangcheng Improved Agricultural Land Management Project,China,VM0042,ALM,723139,69,326330.2205882353,1602456.5925226859,59.0,0.855072463768116
4400,Improved Cropland Management Project in Morin Dawa,China,VM0042,ALM,1015078,69,322037.0,3199580.6260895487,65.0,0.9420289855072463
4401,Hunan Miluo IFM (conversion of logged to protected forest) Project,China,VM0010,IFM,23621,68,96021.59701492537,5810.689036064182,9.0,0.1323529411764706
4392,Jinhui sustainable grassland management project,China,VM0026,ALM,789206,40,374432.9743589744,1663438.1934505275,38.0,0.95
4394,Jatobá REDD+ Project,Brazil,VM0007,REDD,187491,38,761586.6216216217,46157.421996397636,13.0,0.34210526315789475
4387,REDD+ Project Pacha Prometida,Bolivia,VM0007,REDD,367619,3,30127.5,4485726.633839515,3.0,1.0
4388,Jiangsu Jiangyan Improved Agricultural Land Management Project,China,VM0042,ALM,96210,69,335549.76470588235,27585.66708611294,12.0,0.17391304347826086
4390,Jiangsu Guanyun Improved Agricultural Land Management Project,China,VM0042,ALM,315778,69,332320.82352941175,300058.6728961772,48.0,0.6956521739130435
4391,Amazon Partners 1,Brazil,VM0015,REDD,137115,64,356741.4126984127,52700.70296238318,32.0,0.5
4384,Jaji ARR Project,Nigeria,AR-AMS0007,ARR,4800,1,,,,
4377,Guangdong Huaiji County IFM (conversion of logged to protected forest) Project,China,VM0010,IFM,107124,68,94775.28358208956,121081.68862465558,52.0,0.7647058823529411
4379,Huinan County Improved Cropland Management Project,China,VM0042,ALM,61596,69,336058.79411764705,11289.8911809812,5.0,0.07246376811594203
4381,WEST SERAM REDD+ and AGARWOOD ForestWise PROJECT,Indonesia,VM0047,ARR,1005710,5,793273.0,1275037.224385552,4.0,0.8
4375,Gannan Improved Agricultural Land Management Project,China,VM0042,ALM,153281,69,334710.48529411765,70195.18656654678,32.0,0.463768115942029
4371,Sustainable Agricultural Improvement Practices in Uganda,Uganda,VM0042,ALM,41451,1,,,,
4372,DR Congo Mangrove Blue Carbon Project,"Congo, The Democratic Republic of The",VM0007,ARR; REDD; WRC,347699,1,,,,
4369,TIANZHU IMPROVED GRASSLAND MANAGEMENT PROJECT,China,VM0026,ALM,255547,40,388116.53846153844,168259.43431285012,12.0,0.3
4348,Subei Sustainable Grassland Management Project Phase II,China,VM0026,ALM,285150,40,387357.4871794872,209910.80640277828,18.0,0.45
4333,Chongqing Kaizhou Afforestation Project,China,AR-ACM0003,ARR,48834,66,290131.09230769234,8219.593208820565,12.0,0.18181818181818182
4322,Improved cropland management project in Luoping,China,VM0042,ALM,118410,69,335223.29411764705,41825.63785403092,20.0,0.2898550724637681
4324,"ARJUNA PROJECT - REFORESTATION AND SILK TREE PLANTATION, INDIA",India,AR-ACM0003,ARR,76145,56,219171.52727272728,26454.4445948271,36.0,0.6428571428571429
4325,Makueni Agroforestry Carbon Project,Kenya,VM0017,ALM,156267,4,110596.33333333333,220797.3316384811,3.0,0.75
4329,Conservation and Restoration of Classified Forests in Côte d’Ivoire,Cote D'Ivoire,VM0007; VM0047,ALM; ARR; IFM,264169,1,,,,
4321,Silvador Climate Action Initiative,Romania,VM0012,IFM,11340,4,22327.333333333332,5759.559284583918,3.0,0.75
4317,Northern Plains REDD+ Project,Cambodia,VM0007,REDD,909000,1,,,,
4318,Improved cropland management project in Beipiao,China,VM0042,ALM,198000,69,334052.85294117645,117358.67439786078,39.0,0.5652173913043478
4319,CSA Carbon,South Africa,AR-ACM0003,ARR,30079,7,124116.0,7289.521423507042,2.0,0.2857142857142857
4303,Improved cropland management project in Baoqing,China,VM0042,ALM,353000,69,331773.4411764706,375584.61448311154,50.0,0.7246376811594203
4304,Transformational Regenerative Integrated Biodiverse Agriculture for Livelihoods (TRIBAL),India,VM0017,ALM,219473,21,250622.15,192195.29370807807,12.0,0.5714285714285714
4306,Regenerative Agriculture with small holder farming communities of Bangladesh,Bangladesh,VM0017,ALM,26809,1,,,,
4307,Carbon Group Program for sustainable low carbon crop and grassland management in Argentina II,Argentina,VM0042,ALM,98324,7,556037.0,17386.628904191628,5.0,0.7142857142857143
4291,Improved cropland management project in Gaotang,China,VM0042,ALM,120000,69,335199.9117647059,42959.438515926886,22.5,0.32608695652173914
4293,Improved cropland management project in Qian'an,China,VM0042,ALM,150000,69,334758.73529411765,67212.58514802188,31.0,0.4492753623188406
4299,COMACO Landscape Management Project-South,Zambia,VM0015; VM0017,ALM; REDD,224504,2,147925.0,340727.03069798887,2.0,1.0
4300,PROJECT TOURBA - ADOPTION OF IMPROVED AGRICULTURAL PRACTICES TOWARDS CARBON FARMING IN MOROCCO,Morocco,VM0017,ALM,1808055,1,,,,
4301,KSM Forest Carbon Project.,Canada,VM0034,IFM,34811,11,60913.4,19893.91038753378,7.0,0.6363636363636364
4283,Aksai Sustainable Grassland Management Project,China,VM0026,ALM,437056,40,383462.46153846156,498139.8866779057,29.0,0.725
4285,Leveraging carbon finance for smallholder farmers in India,India,VM0017,ALM,8030,21,261194.3,246.86947609499902,2.0,0.09523809523809523
4286,Motor Verde+Floresta Forestry Carbon Project. Portugal Central Region I,Portugal,VM0047,ARR,410,3,1327.5,126.62900188323917,1.0,0.3333333333333333
4272,Sichuan Yuexi IFM Project,China,VM0003,IFM,239399,2,20748.0,2762284.615432813,2.0,1.0
4274,Incentivizing Sustainable Maize Farming through Carbon Finance,India,VM0017,ALM,8500,21,261170.8,276.6388891866932,3.0,0.14285714285714285
4280,Heilongjiang Meilisi Improved Agricultural Land Management Project,China,VM0042,ALM,327990,69,332141.23529411765,323890.64852106676,49.0,0.7101449275362319
4282,Sichuan Cangxi Improved Agricultural Land Management Project,China,VM0042,ALM,138477,69,334928.1911764706,57253.70403023616,29.0,0.42028985507246375
4269,"Sustainable cropland management, project by phalada agro Group",India,VM0017,ALM,44850,21,259353.3,7755.916350399243,9.0,0.42857142857142855
4270,BAMBOO MONTEMILONE,Italy,AR-AMS0007,ALM; ARR,1383667,1,,,,
4267,Incentivising regenerative cotton farming through carbon finance,India,VM0017,ALM,9250,21,261133.3,327.6583262264905,4.0,0.19047619047619047
4268,Family Forest Carbon Project,United States,VM0003,IFM,845991,7,45192.0,15836890.867432289,7.0,1.0
4266,Kalahari Grasslands Project,Botswana,VM0009,ACoGS,156947,1,,,,
4264,Hainan Grassland Sustainable Management Project,China,VM0026,ALM,534995,40,380951.2051282051,751328.9003211731,33.0,0.825
4265,REDD+ Café Apuí Agroflorestal,Brazil,VM0015,REDD,55052,64,358044.0,8464.665527141915,18.0,0.28125
4259,"Strengthening capacity through regenerative solutions for native sugarcane farmers in Maharashtra, India",India,VM0017,ALM,24982,21,260346.7,2397.189301804094,7.0,0.3333333333333333
4263,Sepoti REDD Project,Brazil,VM0015,REDD,26069,64,358504.04761904763,1895.634834567186,7.0,0.109375
4254,Tianjun Grassland Sustainable Management Project,China,VM0026,ALM,249093,40,388282.0256410256,159799.62643535802,10.0,0.25
4255,Rewilding Maforki,Sierra Leone,VM0047,ARR,162456,3,46261.5,570494.9458188774,3.0,1.0
4246,Subei Sustainable Grassland Management Project,China,VM0026,ALM,576140,40,379896.2051282051,873757.8715427804,35.0,0.875
4240,Guinan Grassland Sustainable Management Project,China,VM0026,ALM,303025,40,386899.1538461539,237333.5524572195,21.0,0.525
4243,"Afforestation project with native and exotic species on degraded grasslands in Northeast, Argentina.",Argentina,AR-ACM0003,ARR,18012,3,17531.0,18506.19725058468,2.0,0.6666666666666666
4235,Improved cropland management project in Anyang,China,VM0042,ALM,48541,69,336250.7794117647,7007.35529928577,2.0,0.028985507246376812
4236,Anew Agri-carbon Aggregation 1,United States,VM0042,ALM,397098,11,828541.1,190318.64756497898,6.0,0.5454545454545454
4222,SMG - Bamboo Plantations for a better tomorrow,India,AR-ACM0003,ARR,221515,56,216528.43636363637,226616.40221053475,47.0,0.8392857142857143
4227,Huinan County Improved Forest Management Project,China,VM0010,ARR,184636,1,,,,
4218,Gansu Guazhou Sustainable Grassland Management Project,China,VM0026,ALM,461834,40,382827.1282051282,557146.1054915461,31.0,0.775
4221,Seringueira II REDD+ Project,Brazil,VM0007,REDD,79730,38,764499.0810810811,8315.082460283304,5.0,0.13157894736842105
4204,Combating climate change with sustainable agriculture and land use management project by Indian Farmers,India,VM0042,ALM,75794,27,838542.3846153846,6850.852790983181,14.0,0.5185185185185185
4207,Bayer Agricultural Carbon Program,United States,VM0042,ALM,96500,11,858600.9,10845.842346543079,3.0,0.2727272727272727
4201,The Carbon Farming Program of Lithuania,Lithuania,VM0042,ALM,32686,4,86165.33333333333,12399.123344268384,2.0,0.5
4194,"MANGROVE REFORESTATION IN DANZHOU, HAINAN PROVINCE",China,VM0033,ARR; WRC,4839,1,,,,
4190,Northeast Jiangsu Improved Cropland Management Project,China,VM0042,ALM,716201,69,326432.25,1571363.9580678686,58.0,0.8405797101449275
4191,HENAN SANMENXIA IFM (conversion of logged to protected forest) project,China,VM0010,IFM,31511,68,95903.83582089552,10353.528745756983,18.0,0.2647058823529412
4193,Yushu Improved Cropland Management Project,China,VM0042,ALM,482152,69,329874.14705882355,704724.9782279712,53.0,0.7681159420289855
4186,"REDUCING EMISSIONS FROM DEFORESTATION DUE TO SLASH-AND-BURN CORN BY INTRODUCING CACAO FARMING IN GORONTALO PROVINCE, INDONESIA",Indonesia,VM0007,REDD,198510,2,1624961.0,24250.563613526723,1.0,0.5
4183,Hunan Shimen IFM (conversion of logged to protected forest) Project,China,VM0010,IFM,31152,68,95909.19402985074,10118.394944471731,17.0,0.25
4178,"Myanmar Bago 2,450 acres afforestation project",Myanmar,AR-ACM0003,ARR,3140281,1,,,,
4179,BAMBOO PLANTATION BASED GROUPED PROJECT IN INDIA,India,AR-ACM0003,ARR,4221,56,220479.23636363636,80.80960952991822,5.0,0.08928571428571429
4176,Greenzone Reforestation Project,Cameroon,AR-ACM0003,ARR,35,2,12.0,102.08333333333333,2.0,1.0
4175,XINJIANG YINING SUSTAINABLE GRASSLAND MANAGEMENT PROJECT,China,VM0026,ALM,254866,40,388134.0,167356.32012655423,11.0,0.275
4171,North Anhui Improved Cropland Management Project,China,VM0042,ALM,885056,69,323949.0882352941,2418047.0067168325,64.0,0.927536231884058
4172,Northwest Anhui Improved Cropland Management Project,China,VM0042,ALM,760918,69,325774.64705882355,1777290.553305253,60.0,0.8695652173913043
4170,Northeast Anhui Improved Cropland Management Project,China,VM0042,ALM,764964,69,325715.14705882355,1796569.5687782043,61.0,0.8840579710144928
4163,Otog Front Banner sustainable grassland management project,China,VM0026,ALM,262179,40,387946.4871794872,177183.78774544175,13.0,0.325
4165,Seringueira REDD+ Project,Brazil,VM0007,REDD,164265,38,762214.3513513514,35400.790049624615,12.0,0.3157894736842105
4153,"Sustainable coffee landscapes in indigenous rural communities of Oaxaca, Mexico",Mexico,AR-ACM0003,ARR,45346,5,99197.0,20729.051443087996,3.0,0.6
4155,Bamboo Afforestation in Malawi,Malawi,Methodology Under Development,ARR,174301,1,,,,
4149,The High Impact Soil Carbon Program of Lithuania,Lithuania,VM0042,ALM,33975,4,85735.66666666667,13463.482234153813,3.0,0.75
4146,Yangbai Adjusted Water Management in Rice Cultivation,China,AMS-III.AU,ALM,59896,275,57700.087591240874,62175.483015117694,233.5,0.8490909090909091
4147,Adjusted Water Management in Rice Cultivation in the South of Suixi,China,AMS-III.AU,ALM,59893,275,57700.098540145984,62169.24303004707,232.0,0.8436363636363636
4148,Strengthening rural livelihood through carbon finance: Agroforestry practices in Lucknow Forest Circle of Uttar Pradesh,India,AR-AMS0007,ARR,121,13,23090.0,0.6340840190558683,1.0,0.07692307692307693
4136,Wetlands Along the Yangtze River and Dongting Lake Restoration Project in Junshan,China,VM0036,WRC,9774,1,,,,
4137,Productive Second Floor with Macaúba,Brazil,AR-AMS0007,ARR,5212,5,2998.0,9061.022014676451,4.0,0.8
4141,Itamarati Grouped REDD Project,Brazil,VM0015,REDD,42151,64,358248.77777777775,4959.421807440453,14.0,0.21875
4142,Serenity Valley REDD Project,Brazil,VM0015,REDD,251636,64,354923.61904761905,178406.48831968676,45.0,0.703125
4143,Urupianga Grouped REDD Project,Brazil,VM0015,REDD,88272,64,357516.6984126984,21794.63509982795,26.0,0.40625
4118,Ground-Truth Australian Orchards,Australia,VM0042,ALM,850073,4,729798.6666666666,990169.1224369644,3.0,0.75
4120,Qinghai Haixi Ulan Afforestation Project,China,AR-ACM0003,ARR,23636,66,290518.75384615385,1922.975672323868,7.0,0.10606060606060606
4122,Siziwang Banner Improved Grassland Management Project,China,VM0026,ALM,1352291,40,359994.89743589744,5079769.079245425,39.0,0.975
4123,1MTN Uganda Bamboo Planting Project,Uganda,VM0047,ARR,88110,4,199106.33333333334,38991.08566779225,3.0,0.75
4126,Community Restoration of Native Ecosystems in Ghana,Ghana,AR-ACM0003,ARR,92,5,96328.5,0.08786600019724174,1.0,0.2
4110,Henan Luoning IFM (conversion of logged to protected forest) Project,China,VM0010,IFM,78666,68,95200.02985074627,65003.54638230704,43.0,0.6323529411764706
4111,Northwest Shandong Improved Cropland Management Project,China,VM0042,ALM,1084991,69,321008.8676470588,3667205.4535742854,66.0,0.9565217391304348
4112,Western Shandong Improved Cropland Management Project,China,VM0042,ALM,1496349,69,314959.48529411765,7109042.382737275,69.0,1.0
4113,Southwest Shandong Improved Cropland Management Project,China,VM0042,ALM,1465734,69,315409.70588235295,6811382.524662507,68.0,0.9855072463768116
4114,Core Carbon Sustainable Rice Productions 03,India,AMS-III.AU,ALM,52920,15,67240.57142857143,41649.35455634778,6.0,0.4
4115,Core Carbon Sustainable Rice Productions 02,India,AMS-III.AU,ALM,52920,15,67240.57142857143,41649.35455634778,6.0,0.4
4116,Heilongjiang Hulin Improved Agricultural Land Management Project,China,VM0042,ALM,277382,69,332885.4705882353,231132.86917581438,45.0,0.6521739130434783
4117,REDD Carbonflor,Brazil,VM0007,REDD,34170,38,765730.4324324324,1524.8040962548885,2.0,0.05263157894736842
4108,Adjusted Water Management in Rice Cultivation in South of Enyang District in Bazhong City,China,AMS-III.AU,ALM,50619,275,57733.94525547445,44380.877656321936,12.0,0.04363636363636364
4104,Adjusted Water Management in Rice Cultivation in Potou District,China,AMS-III.AU,ALM,59874,275,57700.16788321168,62129.73042393961,226.0,0.8218181818181818
4105,Core Carbon Sustainable Rice Productions 04,India,AMS-III.AU,ALM,52920,15,67240.57142857143,41649.35455634778,6.0,0.4
4107,Gansu Longnan Afforestation Project,China,AR-ACM0003,ARR,66929,66,289852.7076923077,15454.370175334676,18.0,0.2727272727272727
4098,Adjusted Water Management in Rice Cultivation in the East of Wuchuan,China,AMS-III.AU,ALM,59832,275,57700.32116788321,62042.43150716818,215.5,0.7836363636363637
4099,Adjusted Water Management in Rice Cultivation in the North of Lianjiang,China,AMS-III.AU,ALM,59876,275,57700.16058394161,62133.88905190968,227.0,0.8254545454545454
4100,Adjusted Water Management in Rice Cultivation in the Northwest of Leizhou,China,AMS-III.AU,ALM,59929,275,57699.96715328467,62244.14359645868,252.0,0.9163636363636364
4101,Adjusted Water Management in Rice Cultivation in the Southeast of Lianjiang,China,AMS-III.AU,ALM,59842,275,57700.28467153285,62063.21137557165,217.0,0.7890909090909091
4102,Damao Banner Sustainable Grassland Management Project,China,VM0026,ALM,326639,40,386293.6666666667,276196.70092356333,25.0,0.625
4091,FUJIAN PUCHENG IMPROVED FOREST MANAGEMENT PROJECT,China,VM0010,IFM,69731,68,95333.3880597015,51004.29618587527,42.0,0.6176470588235294
4094,Curuá Grouped REDD+ Project,Brazil,VM0015,REDD,73615,64,357749.34920634923,15147.947122817079,22.0,0.34375
4095,Rio Manito Grouped REDD Project,Brazil,VM0015,REDD,102785,64,357286.3333333333,29569.438400946394,30.0,0.46875
4096,Towards regenerative agriculture with French farmers in Brittany,France,VM0042,ALM,21795,3,373424.5,1272.0697892077246,2.0,0.6666666666666666
4080,Inner Mongolia Kuduer Improved Forest Management Project,China,VM0010,IFM,109790,68,94735.49253731343,127236.83360016688,53.0,0.7794117647058824
